icao24,origin_country,velocity,on_ground
c1e7f2,Canada,2.83,1
a9e642,United States,225.66,0
aa6cfa,United States,187.39,0
acf0da,United States,176.52,0
407630,United Kingdom,221.25,0
acf0db,United States,217.7,0
780da0,China,5.4,1
adc375,United States,33.47,0
a0be6b,United States,73.36,0
a88982,United States,91.31,0
a44521,United States,214.9,0
a18e86,United States,44.97,0
a44520,United States,259.82,0
adbc94,United States,43.14,0
a385c8,United States,265.99,0
a813aa,United States,3.86,1
780da8,China,263.03,0
76cdb1,Singapore,275.18,0
0a808c,Bahamas,145.55,0
a45853,United States,54.39,0
a2c8db,United States,88.07,0
ab58b2,United States,82.07,0
a7a644,United States,55.07,0
c064d8,Canada,219.55,0
394a02,France,242.79,0
a73011,United States,90.36,0
a670a3,United States,272.69,0
a05b78,United States,238.59,0
a1f884,United States,163.85,0
394a06,France,239.26,0
a19569,United States,47.24,0
a6d3c2,United States,198.45,0
a44516,United States,66.25,0
a3bc8e,United States,124.65,0
a4e35f,United States,172.77,0
76cdab,Singapore,248.46,0
ac4090,United States,80.97,0
76cdae,Singapore,261.56,0
aa1f97,United States,233.87,0
a0c575,United States,84.78,0
acf0d8,United States,256.24,0
aca382,United States,118.8,0
a4d040,United States,189.36,0
0d06e5,Mexico,209.49,0
76cdc2,Singapore,259.96,0
c0174f,Canada,117.95,0
76cdc3,Singapore,211.3,0
a4e368,United States,80.4,0
a8ac35,United States,232.79,0
acf0e6,United States,36.54,0
c064c3,Canada,57.8,0
394a12,France,230.1,0
4ca566,Ireland,136.62,0
a7eca2,United States,24.46,0
394a17,France,266.28,0
4ca564,Ireland,224.64,0
a706eb,United States,54.99,0
a706ea,United States,0.0,1
0d06de,Mexico,178.1,0
4ca569,Ireland,199.52,0
c05dd8,Canada,198.77,0
4ca568,Ireland,260.31,0
c04aa9,Canada,66.49,0
a2fe28,United States,144.98,0
0a806f,Bahamas,96.0,0
a1a8da,United States,0.0,1
a12bc7,United States,52.87,0
a85011,United States,64.78,0
a9a9aa,United States,58.66,0
0d06f3,Mexico,62.28,0
a7ecce,United States,44.17,0
ac181d,United States,213.12,0
a3b05d,United States,7.72,1
a5fc87,United States,3.34,1
a25ee5,United States,58.55,0
aba8a3,United States,142.25,0
a61c83,United States,54.55,0
a7f3ae,United States,207.76,0
a98f2d,United States,4.37,1
a0ab0f,United States,68.5,0
407600,United Kingdom,252.86,0
a37eb0,United States,221.21,0
a85c3e,United States,221.0,0
ad1e05,United States,256.13,0
a25ebe,United States,54.69,0
a9df25,United States,48.18,0
a7a64f,United States,34.56,0
a97c18,United States,246.96,0
ab7b02,United States,76.78,0
a07579,United States,198.33,0
a1cb05,United States,268.15,0
8881f3,Viet Nam,191.09,0
0d06fd,Mexico,239.82,0
a33843,United States,210.71,0
a4d04c,United States,169.37,0
c05da4,Canada,184.86,0
750484,Malaysia,247.35,0
ab2c0c,United States,224.31,0
750480,Malaysia,160.41,0
ab2c0b,United States,62.45,0
a44565,United States,248.54,0
a4a874,United States,70.33,0
ab09ef,United States,117.47,0
aacfbe,United States,87.66,0
780219,China,253.33,0
a5520f,United States,69.25,0
a252dd,United States,217.67,0
39644a,France,230.32,0
a5ae2f,United States,247.87,0
899000,Taiwan,231.69,0
a44560,United States,209.17,0
ac6616,United States,85.62,0
39644d,France,216.78,0
a98ea6,United States,114.82,0
ad36a8,United States,185.4,0
ac5f42,United States,193.03,0
8940a3,Bahrain,196.48,0
406de9,United Kingdom,4.74,0
a29b5a,United States,34.99,0
a3c2be,United States,214.99,0
a43e5c,United States,262.29,0
ade907,United States,85.65,0
ab93a5,United States,246.3,0
a7ee01,United States,62.25,0
04022c,Ethiopia,212.39,0
ac6622,United States,266.98,0
a3c2d5,United States,246.01,0
a82825,United States,30.47,0
899018,Taiwan,207.26,0
a18284,United States,232.73,0
406dce,United Kingdom,2.83,1
48c5f9,Poland,128.94,0
a1cb5c,United States,46.53,0
a6ce21,United States,31.82,0
8940a4,Bahrain,210.41,0
a5fbc3,United States,81.24,0
780236,China,259.2,0
a7db08,United States,210.15,0
8966d0,United Arab Emirates,214.48,0
781565,China,216.57,0
a385da,United States,222.37,0
780233,China,206.28,0
aa883e,United States,267.08,0
a2f20e,United States,62.57,0
ac0fdc,United States,202.32,0
c0173a,Canada,244.4,0
394a0e,France,228.59,0
a44540,United States,261.34,0
49d58c,Czech Republic,187.38,0
c0173f,Canada,233.53,0
a05b7e,United States,0.06,1
a4dbe3,United States,64.2,0
8966bc,United Arab Emirates,215.48,0
a44544,United States,263.32,0
a6ce57,United States,40.64,0
4074b8,United Kingdom,241.65,0
4074b5,United Kingdom,240.09,0
a6ce58,United States,168.22,0
c01754,Canada,156.86,0
c01753,Canada,0.0,1
ab5993,United States,220.91,0
abefba,United States,210.06,0
a18e8c,United States,118.39,0
a9707c,United States,72.34,0
ad36c8,United States,267.1,0
ab5996,United States,210.57,0
a5523e,United States,56.86,0
75045d,Malaysia,68.03,0
a48ba6,United States,211.61,0
ad7f33,United States,53.13,0
a67231,United States,231.37,0
a1d233,United States,57.16,0
a66b46,United States,51.91,0
ac0ff9,United States,201.57,0
a1f891,United States,64.83,0
aba95a,United States,144.41,0
040211,Ethiopia,202.81,0
a9704d,United States,218.39,0
06a3b6,Qatar,266.82,0
780256,China,220.76,0
750441,Malaysia,74.6,0
ab2018,United States,52.61,0
acfcb2,United States,66.57,0
a69822,United States,250.76,0
ab80a2,United States,67.98,0
ac16da,United States,246.43,0
a492ea,United States,57.55,0
ac5f5f,United States,256.0,0
abefdd,United States,230.34,0
a9e691,United States,54.48,0
a02738,United States,62.31,0
a2f270,United States,38.58,0
8966af,United Arab Emirates,206.91,0
a97075,United States,238.01,0
8966aa,United Arab Emirates,271.28,0
ab2c72,United States,261.13,0
a515ad,United States,9.77,0
acc961,United States,92.09,0
06a3be,Qatar,284.14,0
a44592,United States,102.04,0
ac6668,United States,267.44,0
06a3bb,Qatar,178.32,0
a44591,United States,207.38,0
abdcbe,United States,209.96,0
8966c7,United Arab Emirates,255.89,0
ab93db,United States,143.11,0
a70812,United States,250.11,0
8966c3,United Arab Emirates,223.03,0
a6981a,United States,148.62,0
acb636,United States,211.05,0
a3bbb0,United States,49.24,0
3c70c1,Germany,273.56,0
a31271,United States,48.55,0
a7b8a1,United States,161.2,0
a2f268,United States,58.72,0
3c70c9,Germany,267.94,0
a55e46,United States,8.23,1
a55e47,United States,0.0,1
3c1c82,Germany,254.65,0
34134e,Spain,220.63,0
a087a0,United States,132.42,0
a2a2e6,United States,5.66,1
a2a2e3,United States,214.92,0
a4f5c7,United States,67.23,0
a5f09a,United States,135.94,0
aab0ba,United States,215.63,0
ad1cde,United States,214.05,0
a3bbc9,United States,194.91,0
ad23d5,United States,206.56,0
a635ae,United States,54.74,0
a98386,United States,176.78,0
aa0077,United States,40.95,0
a44570,United States,274.36,0
ab2c8e,United States,0.0,1
479227,Norway,144.03,0
4074e2,United Kingdom,225.76,0
750420,Malaysia,95.31,0
ac03f2,United States,204.66,0
750422,Malaysia,263.28,0
a0275c,United States,173.31,0
a2672a,United States,233.12,0
a81592,United States,173.67,0
a5b59d,United States,216.39,0
4ba9eb,Turkey,274.18,0
a66b8e,United States,53.18,0
4cafc3,Ireland,212.32,0
a05aac,United States,202.24,0
4cafc4,Ireland,219.73,0
040062,Ethiopia,188.84,0
a061a4,United States,46.33,0
a9def3,United States,59.43,0
ab839d,United States,229.96,0
aca3e6,United States,233.5,0
48ada4,Poland,166.49,0
48ada5,Poland,0.0,1
48ada0,Poland,71.81,0
abc058,United States,183.86,0
4cafce,Ireland,208.32,0
4cafcf,Ireland,209.1,0
c03a5a,Canada,10.29,1
a217d6,United States,53.03,0
0c21b6,Panama,241.25,0
a01459,United States,63.28,0
a06ded,United States,0.0,0
4cafd0,Ireland,214.31,0
a074e2,United States,45.07,0
717c87,Saudi Arabia,145.7,0
44d1a6,Belgium,213.28,0
4ba9ce,Turkey,572.77,0
a7e270,United States,58.36,0
ab4817,United States,23.15,0
4ba9cb,Turkey,235.92,0
89916c,Taiwan,303.3,0
a7db85,United States,245.06,0
c079a1,Canada,222.58,0
a12d10,United States,64.49,0
0c21a5,Panama,228.13,0
71c016,Republic of Korea,246.43,0
0c21a4,Panama,2.06,1
44d1b4,Belgium,225.58,0
06a376,Qatar,102.42,0
06a373,Qatar,226.99,0
71c010,Republic of Korea,244.21,0
a6c27d,United States,50.03,0
a13412,United States,72.24,0
a2f293,United States,36.96,0
a2f292,United States,47.67,0
a92e81,United States,7.72,1
04004a,Ethiopia,275.37,0
71c009,Republic of Korea,274.89,0
502d0c,Latvia,207.24,0
502d0e,Latvia,251.91,0
71c007,Republic of Korea,213.0,0
a06dd8,United States,0.0,1
71c008,Republic of Korea,186.32,0
aa13ff,United States,138.62,0
71c006,Republic of Korea,221.54,0
adb0b4,United States,74.09,0
4cafb5,Ireland,232.83,0
78160e,China,192.81,0
abc07b,United States,0.0,1
a74efc,United States,202.84,0
a5b55f,United States,235.63,0
4076cd,United Kingdom,6.43,1
06a37c,Qatar,233.99,0
4caffb,Ireland,230.54,0
502d3f,Latvia,4.63,1
c004e9,Canada,242.86,0
a5fbdc,United States,155.3,0
406fdb,United Kingdom,211.36,0
c004f3,Canada,243.42,0
ab482b,United States,192.51,0
a5c899,United States,201.42,0
a181ab,United States,90.55,0
a17ad3,United States,123.9,0
a23a28,United States,265.49,0
502d59,Latvia,220.01,0
502d58,Latvia,44.24,1
a24d56,United States,51.32,0
a061e9,United States,85.58,0
a2b759,United States,215.54,0
78161c,China,274.47,0
a30ab1,United States,69.97,0
a0147f,United States,89.0,0
502d46,Latvia,217.21,0
502d45,Latvia,165.21,0
a49409,United States,45.0,0
a2fdc1,United States,114.24,0
a01491,United States,79.16,0
ace063,United States,185.27,0
780f3e,China,207.98,0
a98ef6,United States,166.98,0
0d0760,Mexico,83.02,0
44d1a2,Belgium,225.97,0
040032,Ethiopia,246.15,0
040031,Ethiopia,269.25,0
406fd8,United Kingdom,187.38,0
44d1a1,Belgium,227.45,0
502d47,Latvia,212.56,0
ad0088,United States,226.64,0
0c21de,Panama,70.53,0
502d79,Latvia,214.26,0
a6c248,United States,246.81,0
89912c,Taiwan,202.72,0
a18ddc,United States,152.57,0
a18ddb,United States,65.79,0
a6c247,United States,253.6,0
a0c4c7,United States,84.59,0
a29aa5,United States,167.5,0
ab2e42,United States,35.08,0
acb821,United States,41.18,0
aa0cf4,United States,51.41,0
a1ddbb,United States,199.86,0
a6e89f,United States,216.01,0
a6e89b,United States,283.58,0
a23a03,United States,215.97,0
a23a02,United States,187.93,0
aa00a8,United States,53.05,0
ab4866,United States,166.07,0
a875da,United States,217.04,0
a3871e,United States,223.03,0
ac3b09,United States,49.61,0
a7e20a,United States,236.85,0
502d5e,Latvia,213.28,0
502d5d,Latvia,98.2,0
a217f8,United States,185.52,0
502d5c,Latvia,205.96,0
ab485e,United States,0.0,1
502d5b,Latvia,192.11,0
aa6337,United States,51.66,0
aaaba2,United States,95.32,0
4caff8,Ireland,220.69,0
a92202,United States,61.82,0
a8021b,United States,260.66,0
aa6f80,United States,199.9,0
8990a6,Taiwan,267.41,0
ac66c4,United States,42.7,0
407795,United Kingdom,178.0,0
0d0707,Mexico,216.26,0
3964ea,France,110.59,0
a23a73,United States,47.01,0
8990a4,Taiwan,333.54,0
a23a70,United States,66.8,0
a697db,United States,142.77,0
a697da,United States,51.14,0
adcfa9,United States,62.77,0
407793,United Kingdom,187.28,0
407794,United Kingdom,248.99,0
a0b1ea,United States,211.81,0
a431ad,United States,52.46,0
71c078,Republic of Korea,131.2,0
a4f762,United States,52.06,0
aba9e7,United States,208.29,0
ac5fd6,United States,227.54,0
a3b11e,United States,219.92,0
a2a466,United States,43.33,0
34629a,Spain,64.58,0
ac9c12,United States,42.88,0
a79dc4,United States,252.73,0
a29aff,United States,197.87,0
c05416,Canada,258.08,0
a4943f,United States,205.81,0
a0fa73,United States,29.33,0
a4943e,United States,207.94,0
a684b5,United States,244.63,0
a3d792,United States,24.4,0
ac66d5,United States,131.87,0
c05403,Canada,230.38,0
a59a2e,United States,70.32,0
484b90,Kingdom of the Netherlands,85.23,0
aa153f,United States,42.33,0
aa0e62,United States,247.65,0
aad981,United States,220.55,0
aa88fb,United States,138.33,0
abdf3f,United States,190.66,0
a1d1d0,United States,203.26,0
aaac36,United States,47.03,0
40643a,United Kingdom,167.32,0
010244,Egypt,256.29,0
a3d78d,United States,199.93,0
010243,Egypt,252.63,0
a9e701,United States,43.73,0
010246,Egypt,257.19,0
868056,Japan,295.96,0
a2fdea,United States,63.31,0
c06738,Canada,241.66,0
a1caf0,United States,49.16,0
406442,United Kingdom,251.86,0
ac5feb,United States,48.09,0
406444,United Kingdom,231.52,0
c05430,Canada,209.68,0
aa75c6,United States,202.15,0
a697fd,United States,99.87,0
a66ac3,United States,214.37,0
3964e0,France,210.6,0
406440,United Kingdom,232.71,0
40775c,United Kingdom,131.92,0
3964e2,France,211.77,0
3964e1,France,239.77,0
ad73a9,United States,223.44,0
a59a53,United States,69.09,0
ac1988,United States,239.64,0
aaac3a,United States,63.78,0
aa75c0,United States,105.42,0
a6243e,United States,98.82,0
a80daf,United States,191.78,0
a707f0,United States,48.15,0
ad6ca7,United States,15.95,1
ad263e,United States,56.75,0
aabf87,United States,230.14,0
ab833d,United States,77.85,0
a11a81,United States,268.47,0
aa6ed1,United States,206.66,0
3964f1,France,73.9,0
a26793,United States,261.4,0
3964f0,France,195.18,0
a73d45,United States,227.63,0
010273,Egypt,142.75,0
a80dc4,United States,200.24,0
a23a4f,United States,44.45,0
010264,Egypt,207.16,0
ab33e7,United States,48.09,0
ade9c0,United States,0.0,1
3964f3,France,232.55,0
ac4cd4,United States,0.0,1
a1e4e9,United States,200.41,0
ad99f9,United States,179.71,0
01025a,Egypt,267.36,0
adcfe6,United States,42.07,0
ac53d5,United States,135.82,0
a75710,United States,212.37,0
a0d927,United States,60.4,0
ac9c50,United States,111.89,0
a00ca4,United States,96.01,0
aa88d2,United States,188.36,0
ad1f5c,United States,47.65,0
a01fd8,United States,52.07,0
a01fd9,United States,49.58,0
aa0e1d,United States,96.2,0
aa0e1e,United States,29.25,0
a6c28c,United States,34.88,0
717c97,Saudi Arabia,204.38,0
a63735,United States,171.53,0
a577d4,United States,227.79,0
7503d6,Malaysia,281.49,0
71c025,Republic of Korea,214.26,0
a35a98,United States,269.59,0
71c027,Republic of Korea,304.47,0
abc012,United States,222.04,0
ad3997,United States,16.98,1
a75707,United States,44.24,0
a7e276,United States,230.89,0
a35a92,United States,255.19,0
7503bf,Malaysia,238.44,0
010207,Egypt,212.04,0
aa0e0d,United States,221.52,0
aaa038,United States,148.29,0
a7e279,United States,219.02,0
ac53f8,United States,238.25,0
01022d,Egypt,239.22,0
a4dd35,United States,142.35,0
a3d767,United States,239.34,0
acf344,United States,203.27,0
a9225e,United States,206.11,0
aaa02c,United States,192.09,0
acf32d,United States,69.3,0
ace011,United States,126.14,0
ad0c65,United States,63.3,0
a3615f,United States,221.34,0
ab20e6,United States,211.99,0
ad60b7,United States,5.4,1
040087,Ethiopia,216.69,0
a564ab,United States,257.86,0
c06724,Canada,209.27,0
e48855,Brazil,214.46,0
ac9c76,United States,44.09,0
a3b110,United States,250.77,0
ab20df,United States,177.33,0
a9cbeb,United States,81.15,0
484b30,Kingdom of the Netherlands,171.59,0
abc035,United States,204.64,0
a08940,United States,39.3,0
7503b2,Malaysia,151.91,0
484b32,Kingdom of the Netherlands,119.71,0
a0d911,United States,211.6,0
71c043,Republic of Korea,230.37,0
48520c,Kingdom of the Netherlands,0.0,1
ad0022,United States,210.04,0
485207,Kingdom of the Netherlands,7.46,1
a01ffb,United States,70.64,0
346350,Spain,169.76,0
abd1e3,United States,169.77,0
4b1a23,Switzerland,108.46,0
a801de,United States,189.23,0
a7e1d3,United States,196.46,0
a0bf55,United States,45.18,0
a00ce0,United States,229.03,0
a399d4,United States,267.2,0
ad5a64,United States,147.34,0
485206,Kingdom of the Netherlands,239.53,0
a08993,United States,57.1,0
ab349c,United States,222.83,0
a9e775,United States,66.72,0
a91af0,United States,215.89,0
a1a9f4,United States,77.68,0
ac5488,United States,216.55,0
a266bf,United States,35.29,0
a1e631,United States,68.07,0
a72a90,United States,48.58,0
a3e9c5,United States,235.85,0
a9d44c,United States,221.3,0
a69914,United States,88.5,0
485e2f,Kingdom of the Netherlands,155.55,0
a8b479,United States,258.78,0
06a2e8,Qatar,217.65,0
a05c59,United States,251.99,0
a45929,United States,63.69,0
c052de,Canada,226.69,0
06a2e6,Qatar,305.52,0
a06343,United States,31.65,0
06a2e5,Qatar,298.65,0
a0bf64,United States,61.01,0
a4818c,United States,224.73,0
06a2e3,Qatar,271.38,0
485e2d,Kingdom of the Netherlands,222.76,0
485e2e,Kingdom of the Netherlands,238.07,0
a3e9d3,United States,87.79,0
750523,Malaysia,227.58,0
a0899e,United States,3.29,0
84b4b7,Japan,160.17,0
750520,Malaysia,94.33,0
a8ad4e,United States,186.67,0
a934e3,United States,45.2,0
a266a6,United States,50.07,0
06a2f7,Qatar,197.3,0
06a2f3,Qatar,275.74,0
4b1a2f,Switzerland,202.8,0
06a2f1,Qatar,283.68,0
a769a3,United States,269.11,0
a8a110,United States,220.2,0
a6c1fe,United States,48.38,0
48ae07,Poland,230.8,0
4b1a2b,Switzerland,221.56,0
a98455,United States,77.5,0
4b1a2c,Switzerland,229.45,0
a399af,United States,155.36,0
06a2eb,Qatar,226.33,0
4b1a37,Switzerland,208.67,0
a84a7b,United States,6.69,1
4b8df2,Turkey,67.64,0
347658,Spain,139.87,0
a37fa1,United States,226.67,0
add793,United States,256.08,0
ac79a3,United States,220.67,0
a92dfc,United States,239.12,0
a01fee,United States,254.17,0
a4f6a3,United States,189.33,0
4b1a1d,Switzerland,228.84,0
4b1a1e,Switzerland,3.34,1
ad614c,United States,65.5,0
a3e9f3,United States,0.0,0
adaa47,United States,122.57,0
a8a11d,United States,74.73,0
a8b44e,United States,219.6,0
ab8f12,United States,42.99,0
4b1a1a,Switzerland,221.45,0
a5ea9a,United States,192.91,0
4b1a24,Switzerland,231.86,0
add790,United States,227.13,0
4b1a25,Switzerland,191.06,0
347648,Spain,230.8,0
7815a8,China,255.96,0
4b1a27,Switzerland,223.27,0
06a2fa,Qatar,238.19,0
06a2fb,Qatar,222.92,0
ad11eb,United States,156.73,0
a55f2a,United States,217.93,0
a1c009,United States,78.42,0
347641,Spain,67.31,0
a4ca66,United States,221.81,0
347643,Spain,238.76,0
502ccf,Latvia,151.14,0
4b1a65,Switzerland,226.3,0
4b1a66,Switzerland,214.25,0
a8c759,United States,239.96,0
a373b7,United States,268.04,0
a06378,United States,48.49,0
a85119,United States,217.73,0
a0bf90,United States,189.64,0
502ce8,Latvia,205.97,0
a60a54,United States,68.2,0
a79dfa,United States,177.53,0
502ce4,Latvia,224.22,0
a91ab1,United States,46.94,0
c05efd,Canada,201.42,0
a43f51,United States,224.44,0
49d421,Czech Republic,215.37,0
a98438,United States,32.91,0
346303,Spain,149.28,0
a31f6a,United States,117.88,0
49d41e,Czech Republic,230.27,0
a9842b,United States,65.74,0
e48809,Brazil,118.89,0
a6bab2,United States,40.09,0
40772f,United Kingdom,235.76,0
aa0d7a,United States,66.81,0
a97d59,United States,81.08,0
ac79c7,United States,254.05,0
a4ca6a,United States,233.54,0
34761a,Spain,170.14,0
a43f3c,United States,215.67,0
502cc7,Latvia,242.73,0
a5a1d3,United States,63.28,0
a6246e,United States,278.03,0
a2c9ec,United States,274.69,0
40772d,United Kingdom,216.08,0
ab8f36,United States,228.83,0
502cd0,Latvia,222.71,0
a1cc46,United States,73.92,0
a98445,United States,227.42,0
a19691,United States,188.11,0
400db2,United Kingdom,182.76,0
adaa66,United States,93.05,0
405d0f,United Kingdom,232.37,0
ad6182,United States,167.18,0
a0504c,United States,52.97,0
a96a1f,United States,50.58,0
a9d413,United States,210.32,0
a84a17,United States,180.12,0
a4e47d,United States,71.2,0
a1cc1f,United States,248.18,0
a013e8,United States,249.15,0
c052ca,Canada,95.75,0
76cef0,Singapore,295.7,0
a0d97f,United States,49.77,0
a06f8a,United States,244.09,0
a120a1,United States,160.36,0
a9e710,United States,63.75,0
a4460d,United States,222.59,0
a0b325,United States,98.55,0
40771a,United Kingdom,224.85,0
ab3fcc,United States,0.0,1
a671e7,United States,38.86,0
461e21,Finland,6.43,1
c00586,Canada,196.02,0
76ceec,Singapore,258.29,0
c1e8c1,Canada,4.12,1
c065ee,Canada,159.44,0
a1a9ea,United States,60.78,0
c1e8d3,Canada,5.92,1
461e1c,Finland,26.99,0
aa276a,United States,166.61,0
461e1e,Finland,0.0,1
461e1f,Finland,5.92,1
a61173,United States,206.02,0
a17c65,United States,248.53,0
a45940,United States,63.96,0
a24cd9,United States,37.83,0
a399e4,United States,0.0,1
a44611,United States,197.34,0
7338c3,Islamic Republic of Iran,218.13,0
ac1951,United States,227.0,0
a73143,United States,39.08,0
4b1a5f,Switzerland,233.3,0
a399de,United States,242.81,0
347601,Spain,235.26,0
a4d16b,United States,59.7,0
aaac0c,United States,48.8,0
a37fd3,United States,221.37,0
781666,China,64.71,0
a636dc,United States,66.29,0
502d95,Latvia,6.43,1
aa5000,United States,55.92,0
a876af,United States,54.37,0
a8d9d3,United States,91.09,0
899128,Taiwan,218.76,0
0101cd,Egypt,281.59,0
780f84,China,250.58,0
a44682,United States,50.35,0
a6cf55,United States,33.45,0
a42020,United States,284.25,0
a360d1,United States,63.07,0
899123,Taiwan,164.56,0
ab7aa2,United States,182.07,0
a67f67,United States,79.6,0
4075f3,United Kingdom,192.94,0
750598,Malaysia,245.99,0
a4200d,United States,226.46,0
0101e1,Egypt,299.6,0
c05eb1,Canada,0.13,1
abddb9,United States,66.38,0
c078ba,Canada,212.66,0
a67f81,United States,206.68,0
aa763f,United States,195.6,0
a2e00e,United States,57.14,0
4075df,United Kingdom,2.57,1
89911b,Taiwan,281.4,0
a1d368,United States,6.17,1
a43f7d,United States,230.43,0
ac17e6,United States,215.58,0
4850cf,Kingdom of the Netherlands,9.26,1
a81624,United States,46.01,0
a360b7,United States,0.32,1
a2f351,United States,74.54,0
899136,Taiwan,293.28,0
ab2d54,United States,62.49,0
ad1da9,United States,85.4,0
461e18,Finland,199.94,0
c05eac,Canada,197.11,0
0101bc,Egypt,281.64,0
0101bb,Egypt,237.44,0
502d7c,Latvia,194.45,0
0101be,Egypt,219.74,0
502d7b,Latvia,122.66,0
899135,Taiwan,295.75,0
a8fc09,United States,257.91,0
461e15,Finland,218.33,0
75059a,Malaysia,223.42,0
a93631,United States,194.69,0
a67f76,United States,210.81,0
c078bf,Canada,214.92,0
abf7c5,United States,191.43,0
c05ee5,Canada,232.8,0
750581,Malaysia,176.46,0
ab2115,United States,206.91,0
ab1a1e,United States,241.01,0
abddc5,United States,69.93,0
a1836c,United States,251.15,0
ab94d6,United States,57.83,0
a17c95,United States,257.11,0
a7ef51,United States,267.15,0
a3133c,United States,209.87,0
ac9aa2,United States,48.75,0
a4f6fe,United States,207.46,0
c05edd,Canada,203.25,0
c05edb,Canada,235.32,0
ac04c6,United States,163.29,0
a68673,United States,0.0,1
a54036,United States,85.22,0
ac04c2,United States,235.6,0
a7ef3c,United States,39.21,0
a66c55,United States,52.88,0
a85cad,United States,224.01,0
c05ee9,Canada,52.36,0
a5c990,United States,46.01,0
780364,China,160.63,0
c01860,Canada,217.16,0
e47fa8,Brazil,236.86,0
a66c5d,United States,40.85,0
ac5442,United States,74.08,0
899107,Taiwan,206.92,0
aaaaae,United States,159.69,0
a120f6,United States,44.81,0
4075c3,United Kingdom,262.76,0
4075c1,United Kingdom,224.36,0
a0ac92,United States,206.24,0
4075c2,United Kingdom,215.21,0
0101dd,Egypt,230.38,0
406ecd,United Kingdom,224.59,0
a2f327,United States,40.95,0
a0a046,United States,33.88,0
a1c023,United States,45.1,0
ac04d3,United States,224.32,0
c05ed8,Canada,191.37,0
300990,Italy,26.76,0
a13501,United States,219.07,0
ad8766,United States,220.07,0
ac3a38,United States,262.66,0
780374,China,66.72,0
a3cfe8,United States,39.87,0
75054c,Malaysia,254.92,0
ad875a,United States,54.5,0
a6cf11,United States,11.32,1
4ba9c5,Turkey,0.0,1
ad5a29,United States,52.7,0
ad24ab,United States,261.01,0
4ba9c2,Turkey,248.03,0
ad1dd4,United States,215.66,0
4ba9c1,Turkey,279.95,0
abf7f8,United States,155.69,0
a50fe1,United States,83.32,0
a70942,United States,45.59,0
a18ea0,United States,131.4,0
a62fd1,United States,198.5,0
add734,United States,167.35,0
a85188,United States,7.2,1
a3d6cc,United States,53.41,0
e47ffe,Brazil,241.66,0
ab7add,United States,89.57,0
a67f2d,United States,54.39,0
405bfe,United Kingdom,270.93,0
a5b616,United States,46.61,0
a82903,United States,131.02,0
a4dca4,United States,192.32,0
abcac0,United States,65.88,0
c01809,Canada,103.19,0
ae57d4,United States,113.77,0
aaaae6,United States,205.76,0
405bfb,United Kingdom,220.27,0
405bfd,United Kingdom,145.3,0
ac9abc,United States,246.02,0
3461cf,Spain,6.17,1
c05ea2,Canada,187.67,0
46bc53,Greece,131.54,0
0101c8,Egypt,300.51,0
06a2b4,Qatar,305.62,0
06a2b2,Qatar,265.58,0
a1c05d,United States,1.29,1
e486c2,Brazil,155.24,0
ac9ae3,United States,18.06,0
e486c3,Brazil,235.12,0
ad24e1,United States,253.68,0
46bc4e,Greece,127.4,0
abe4db,United States,204.22,0
a00e0d,United States,254.89,0
a088c2,United States,61.2,0
ab3496,United States,105.78,0
750532,Malaysia,0.45,1
c05ea6,Canada,272.77,0
a2e03a,United States,77.34,0
4075ff,United Kingdom,203.93,0
a756a0,United States,52.05,0
4075fd,United Kingdom,262.19,0
a61cc0,United States,42.58,0
4075fe,United Kingdom,242.44,0
06a2c6,Qatar,243.01,0
a373fc,United States,119.21,0
06a2c4,Qatar,224.67,0
a769d9,United States,238.34,0
a7ef00,United States,6.43,1
a088bb,United States,42.64,0
acfdce,United States,72.24,0
c078b2,Canada,235.31,0
ad876e,United States,161.08,0
c078b1,Canada,75.0,0
acb772,United States,34.7,0
ac3a60,United States,219.87,0
750548,Malaysia,255.44,0
46bc50,Greece,134.02,0
46bc51,Greece,87.53,0
a57997,United States,198.18,0
750543,Malaysia,236.14,0
45b424,Denmark,248.05,0
a98bad,United States,44.23,0
a55b7a,United States,192.66,0
acbffd,United States,201.51,0
a67b75,United States,182.21,0
a6d234,United States,244.04,0
a6cb3c,United States,127.12,0
abd018,United States,222.1,0
7504a0,Malaysia,234.81,0
a98bc2,United States,56.68,0
40749b,United Kingdom,240.75,0
a02418,United States,38.28,0
0b417f,Guatemala,71.82,0
4caea0,Ireland,224.74,0
a93229,United States,63.89,0
a67b81,United States,193.42,0
a43b91,United States,3.6,1
a00a07,United States,37.55,0
4b8e45,Turkey,190.33,0
ad1c69,United States,161.98,0
a097cc,United States,270.3,0
a097ce,United States,199.71,0
c07780,Canada,114.54,0
86dd08,Japan,314.14,0
a8bbbc,United States,193.15,0
a87edf,United States,84.65,0
abe350,United States,34.71,0
c014f4,Canada,0.0,1
a7eb0c,United States,39.51,0
40615b,United Kingdom,173.79,0
4caeb1,Ireland,202.5,0
4ba8f3,Turkey,244.83,0
a9a839,United States,84.48,0
adcce3,United States,57.93,0
a8cec7,United States,252.66,0
a43b85,United States,235.31,0
ad83f1,United States,59.88,0
a752ea,United States,217.25,0
ad83f3,United States,125.61,0
a5628c,United States,193.31,0
86e40e,Japan,249.33,0
ac50d1,United States,211.16,0
a92b0c,United States,222.0,0
400aff,United Kingdom,241.22,0
86dd2a,Japan,216.59,0
ad70ba,United States,248.48,0
400afe,United Kingdom,196.32,0
400afc,United Kingdom,230.16,0
